file,phonemes
scige.wav,ˈ ʃ c i ɟ ə
síocanailísí.wav,ʃ iː k ə n̻ˠ ə lʲ iː ʃ iː
déag.wav,ˈ dʲ eː ɡ
comhdhlúthadán.wav,k oː ɣ l̻ˠ uː h ə d̪ˠ a n̻ˠ
díbeartach.wav,ˈ dʲ iː bʲ ə x t̪ˠ a h
méadú.wav,ˈ mʲ eː d̪ˠ uː
Caipisíneach.wav,ˈ k a pʲ ə ʃ i nʲ a h
crapchlúdaigh.wav,k ɾˠ a pˠ h l̻ˠ uː d̪ˠ iː
árthach.wav,ˈ aː ɾˠ h a h
imscrúdaitheoir.wav,i mʲ ʃ c ɾʲ uː d̪ˠ ai ç o ɾʲ
Iosraeilíteach.wav,ˈ i sˠ ɾˠ eː lʲ iː tʲ ə h
stua.wav,ˈ sˠ t̪ˠ ua
aigne.wav,ˈ a ɟ nʲ ə
longchlós.wav,ˈ l̻ˠ o ŋ x l̻ˠ o sˠ
mamó.wav,ˈ mˠ a mˠ oː
tulán.wav,ˈ t̪ˠ u l̻ˠ a n̻ˠ
cruthaitheach.wav,ˈ k ɾˠ u h iː hʲ a h
coinbhéirseacht.wav,k o nʲ ə vʲ eː ɾˠ ʃ a ɾˠ t̪ˠ
clostrácht.wav,ˈ k l̻ˠ a sˠ t̪ˠ ɾˠ a x t̪ˠ
aisteoireacht.wav,ˈ a ʃ tʲ o ɾʲ a x t̪ˠ
nimhneach.wav,ˈ nʲ i vʲ nʲ a h
easair.wav,ˈ a sˠ ə ɾʲ
beadaíocht.wav,ˈ bʲ a d̪ˠ iː a x t̪ˠ
gníomhachtaithe.wav,ɟ nʲ iː vˠ ə ɾˠ t̪ˠ iː
cúitimh.wav,k uː tʲ i vʲ
cinseal.wav,ˈ c i n̻ʲ ʃ ə l̻ˠ
fócasaithe.wav,fˠ oː k ə sˠ iː
grástúil.wav,ˈ ɡ ɾˠ aː sˠ t̪ˠ u lʲ
cíteaplasma.wav,c iː tʲ ə pˠ l̻ˠ ə sˠ mˠ ə
ionanálaithe.wav,ˈ i n̻ˠ ə n̻ˠ aː l̻ˠ ə h ə
gabhlán.wav,ˈ ɡ au l̻ˠ a n̻ˠ
sleamchúiseach.wav,ˈ ʃ lʲ a mˠ x u ˈ ʃ a h
scoilte.wav,ˈ sˠ k o lʲ tʲ ə
aonphíosa.wav,ˈ eː n̻ˠ ˈ fʲ iː sˠ ə
iascaire.wav,ˈ ia sˠ k ə ɾʲ ə
róthéigh.wav,ɾˠ oː hʲ e j
ceacharthacht.wav,ˈ c a h ə ɾˠ h a x t̪ˠ
banfhathach.wav,ˈ bˠ a ˈ n̻ˠ a h a h
murlas.wav,ˈ mˠ u ɾˠ l̻ˠ ə sˠ
stiúideo.wav,ˈ ʃ tʲ uː dʲ oː
ardmhéara.wav,ˈ aː ɾˠ d̪ˠ ˈ vʲ eː ɾˠ ə
laicearaithe.wav,l̻ˠ a c ə ɾˠ iː
réchúiseach.wav,ˈ ɾˠ eː x uː ʃ a h
maothlach.wav,ˈ mˠ iː h l̻ˠ a h
plucáil.wav,ˈ pˠ l̻ˠ o k a lʲ
leath-am.wav,ˈ l̻ʲ a ˈ a mˠ
sonrach.wav,ˈ sˠ a ɾˠ a h
miotóg.wav,ˈ mʲ i t̪ˠ o ɡ
coiste.wav,ˈ k o ʃ tʲ ə
caideanna.wav,k a dʲ ə n̻ˠ ə
beangánach.wav,bʲ a ŋ ɡ aː n̻ˠ a h
geografaíocht.wav,ˈ ɟ oː ɡ ɾˠ ə fˠ iː a x t̪ˠ
ballraíocht.wav,ˈ bˠ o l̻ˠ ɾˠ iː a x t̪ˠ
eagarfhocal.wav,ˈ a ɡ ə ɾˠ o k ə l̻ˠ
léarscáiliú.wav,ˈ l̻ʲ eː ɾˠ sˠ k aː lʲ uː
cálráib.wav,k aː l̻ˠ ɾˠ a bʲ
glacadh.wav,ˈ ɡ l̻ˠ a k uː
pleanáil.wav,ˈ pʲ lʲ a n̻ˠ a lʲ
teileascópach.wav,tʲ e lʲ ə sˠ k oː pˠ a h
olagónach.wav,ˈ o l̻ˠ ə ɡ o n̻ˠ a h
cabhracht.wav,k oː ɾˠ a ɾˠ t̪ˠ
fréamhaí.wav,fʲ ɾʲ eː vˠ iː
slachtmhar.wav,ˈ sˠ l̻ˠ a ɾˠ t̪ˠ vˠ ə ɾˠ
scútar.wav,ˈ sˠ k uː t̪ˠ ə ɾˠ
athordaigh.wav,a h ə ɾˠ d̪ˠ iː
foirceannadh.wav,fˠ o ɾʲ c ə n̻ˠ uː
rósta.wav,ˈ ɾˠ oː sˠ t̪ˠ ə
domhanleithead.wav,ˈ d̪ˠ au nʲ lʲ ai hʲ ə d̪ˠ
reitric.wav,ˈ ɾˠ e tʲ ɾʲ ə c
feidhme.wav,ˈ fʲ eː mʲ ə
Máistreás.wav,ˈ mˠ aː ʃ tʲ ɾʲ a sˠ
tábhairne.wav,ˈ t̪ˠ aː vˠ ə ɾˠ nʲ ə
Airianach.wav,ˈ a ɾʲ iˑə n̻ˠ ə h
altóra.wav,o l̻ˠ t̪ˠ oː ɾˠ ə
meascadh.wav,ˈ mʲ a sˠ k uː
dícheall.wav,ˈ dʲ iː ç ə l̻ˠ
Laplannach.wav,ˈ l̻ˠ a pˠ l̻ˠ ə n̻ˠ ə h
fóillíochta.wav,ˈ fˠ oː l̻ʲ iˑə ɾˠ t̪ˠ ə
miotas.wav,ˈ mʲ i t̪ˠ ə sˠ
síoraíocht.wav,ˈ ʃ iː ɾˠ iː a x t̪ˠ
teilgcheárta.wav,ˈ tʲ e lʲ ə ɟ ç a ɾˠ t̪ˠ ə
compún.wav,k o mˠ pˠ u n̻ˠ
caill.wav,ˈ k o l̻ʲ
paslaige.wav,ˈ pˠ a sˠ l̻ˠ ə ɟ ə
dátheangach.wav,ˈ d̪ˠ aː h a ŋ ɡ a h
catúil.wav,ˈ k a t̪ˠ u lʲ
clárscátáil.wav,ˈ k l̻ˠ aː ɾˠ sˠ k aː t̪ˠ aː lʲ
Dórais.wav,ˈ d̪ˠ oː ˈ ɾˠ a ʃ
cumhrán.wav,ˈ k uː ɾˠ a n̻ˠ
Hútach.wav,ˈ h uː t̪ˠ ə h
púma.wav,ˈ pˠ uː mˠ ə
iar.wav,ˈ ia ɾˠ
cúlslais.wav,k uː l̻ˠ sˠ l̻ˠ ə ʃ
pointeáilte.wav,ˈ pˠ o n̻ʲ tʲ a l̻ʲ tʲ ə
pléigh.wav,ˈ pʲ lʲ eː j
comhbhrú.wav,k oː vˠ ɾˠ uː
ardrúnda.wav,ˈ aː ɾˠ d̪ˠ ˈ ɾˠ uː n̻ˠ d̪ˠ ə
saorga.wav,ˈ sˠ iː ɾˠ ɡ ə
feithidicíd.wav,ˈ fʲ ai hʲ ə dʲ ə c i dʲ
bladhaire.wav,ˈ bˠ l̻ˠ eː ɾʲ ə
glasbháin.wav,ɡ l̻ˠ a sˠ vˠ a nʲ
míchruinn.wav,ˈ mʲ iː x ɾˠ i n̻ʲ
taosrán.wav,ˈ t̪ˠ iː sˠ ɾˠ a n̻ˠ
búdaí.wav,bˠ uː d̪ˠ iː
loicéad.wav,ˈ l̻ˠ o c e d̪ˠ
tacailín.wav,t̪ˠ a k ə lʲ iː nʲ
ionnúsach.wav,i n̻ˠ uː sˠ a h
máta.wav,ˈ mˠ aː t̪ˠ ə
urrú.wav,ˈ u ɾˠ uː
leathánaigh.wav,ˈ l̻ʲ a ˈ aː n̻ˠ iː
olaphictiúr.wav,a l̻ˠ ə fʲ i c tʲ uː ɾˠ
meirleach.wav,ˈ mʲ eː ɾˠ lʲ a h
gortghlanadh.wav,ˈ ɡ o ɾˠ ˈ t̪ˠ ɣ l̻ˠ a n̻ˠ uː
gníomhaire.wav,ˈ ɟ ɾʲ iː vˠ ə ɾʲ ə
ainchreideamh.wav,ˈ a nʲ ç ɾʲ e dʲ uː
onamataipéach.wav,o n̻ˠ ə mˠ ə t̪ˠ ə pʲ a h
ceathairéad.wav,ˈ c a h ə ɾʲ e d̪ˠ
fáistineach.wav,ˈ fˠ aː ʃ tʲ ə nʲ a h
coinbhéartaigh.wav,ˈ k o nʲ ə vʲ eː ɾˠ t̪ˠ iː
suibscríbhinn.wav,ˈ sˠ i bʲ ʃ c ɾʲ iː vʲ ə n̻ʲ
flap.wav,fˠ l̻ˠ a pˠ
gaireas.wav,ˈ ɡ a ɾʲ ə sˠ
míchaoithiúil.wav,ˈ mʲ iː ˈ x iː hʲ u lʲ
meicníocht.wav,ˈ mʲ e c ɾʲ iː a x t̪ˠ
cairpéal.wav,k a ɾʲ pʲ a l̻ˠ
glugarnach.wav,ɡ l̻ˠ u ɡ ə ɾˠ n̻ˠ a h
sochrach.wav,ˈ sˠ a x ɾˠ a h
biogóideacht.wav,ˈ bʲ i ɡ o dʲ a x t̪ˠ
dépholach.wav,dʲ eː fʲ ə l̻ˠ a h
eochairmhír.wav,ˈ o x ə ɾʲ ˈ vʲ iː ɾʲ
athfhriotal.wav,ˈ a ɾʲ i t̪ˠ ə l̻ˠ
Apáitsis.wav,ˈ a pˠ aː tʲ ə ʃ
bangharda.wav,ˈ bˠ a n̻ˠ ɣ a ɾˠ d̪ˠ ə
carrac.wav,k a ɾˠ ə k
béar.wav,ˈ bʲ eː ɾˠ
géarghá.wav,ˈ ɟ eː ɾˠ ɣ aː
áineas.wav,ˈ aː nʲ ə sˠ
inchinní.wav,ˈ i nʲ ˈ ç i n̻ʲ iː
díbhlogh.wav,dʲ iː vʲ lʲ eː
asplanád.wav,ˈ a sˠ pˠ l̻ˠ ə n̻ˠ a d̪ˠ
comhréiteach.wav,ˈ k oː ɾˠ eː tʲ a h
bogthaise.wav,ˈ bˠ o ɡ ˈ h a ʃ ə
uchtaithe.wav,u ɾˠ t̪ˠ iː
tolg.wav,ˈ t̪ˠ o l̻ˠ ə ɡ
cniogrince.wav,ˈ c nʲ i ɟ ɾʲ ə nʲ c ə
éadathach.wav,eː d̪ˠ ə h a h
déchliceáil.wav,ˈ dʲ eː ç lʲ ə c aː lʲ
confach.wav,ˈ k o n̻ˠ ə fˠ a h
comhshondas.wav,ˈ k oː h o n̻ˠ d̪ˠ ə sˠ
grán.wav,ˈ ɡ ɾˠ aː n̻ˠ
dúbail.wav,ˈ d̪ˠ uː bˠ ə lʲ
aithriseach.wav,ˈ ai hʲ ɾʲ ə ʃ a h
Sínise.wav,ˈ ʃ iː nʲ ə ʃ ə
dianmhachnamh.wav,ˈ dʲ iˑə ˈ n̻ˠ vˠ a h n̻ˠ uː
lapa.wav,ˈ l̻ˠ a pˠ ə
siúr.wav,ˈ ʃ uː ɾˠ
rátáil.wav,ˈ ɾˠ aː t̪ˠ a lʲ
neamhchleachtadh.wav,nʲ au ç lʲ ə ɾˠ t̪ˠ uː
cruinnitheoir.wav,k ɾˠ i n̻ʲ i hʲ o ɾʲ
glanachar.wav,ˈ ɡ l̻ˠ a n̻ˠ a h ə ɾˠ
liúr.wav,ˈ l̻ʲ uː ɾˠ
feirm.wav,ˈ fʲ e ɾʲ ə mʲ
riaracháin.wav,ˈ ɾˠ iˑə ɾˠ ə h aː nʲ
athmhaoinigh.wav,a h vˠ iː nʲ iː
cúlghabhálach.wav,ˈ k uː l̻ˠ ˈ ɣ au ə l̻ˠ a h
leadrán.wav,ˈ l̻ʲ a d̪ˠ ɾˠ a n̻ˠ
síbhean.wav,ʃ iː vʲ ə n̻ˠ
clasaic.wav,ˈ k l̻ˠ a sˠ ə c
clúdach.wav,ˈ k l̻ˠ uː d̪ˠ a h
athlonnaigh.wav,ˈ a ˈ l̻ˠ o n̻ˠ iː
fáinneach.wav,ˈ fˠ aː n̻ʲ a h
ósais.wav,ˈ oː sˠ ə ʃ
fulmanáit.wav,ˈ fˠ u l̻ˠ ə mˠ ə n̻ˠ aː tʲ
domplagán.wav,ˈ d̪ˠ o mˠ pˠ l̻ˠ ə ɡ aː n̻ˠ
sórt.wav,ˈ sˠ a x t̪ˠ
creimeadh.wav,ˈ c ɾʲ e mʲ uː
máinliachta.wav,ˈ mˠ aː nʲ lʲ iˑə ɾˠ t̪ˠ ə
sloda.wav,sˠ l̻ˠ o d̪ˠ ə
Asarbaiseánach.wav,ˈ a sˠ ə ɾˠ bˠ ə ʃ aː n̻ˠ ə h
súisteáil.wav,ˈ sˠ uː ʃ tʲ a lʲ
uaineadóir.wav,ˈ uˑə nʲ ə d̪ˠ o ɾʲ
euro.wav,ˈ j uː ɾˠ oː
bobarún.wav,ˈ bˠ o bˠ ə ɾˠ u n̻ˠ
broghais.wav,bˠ ɾˠ eː ʃ
mímhúinte.wav,ˈ mʲ iː ˈ vˠ uː n̻ʲ tʲ ə
cladaigh.wav,k l̻ˠ a d̪ˠ iː
coiléar.wav,ˈ k o lʲ e ɾˠ
drantaigh.wav,ˈ d̪ˠ ɾˠ a n̻ˠ t̪ˠ iː
raiteog.wav,ɾˠ a tʲ o ɡ
scubaid.wav,ˈ sˠ k u bˠ ə dʲ
Oiséatach.wav,ˈ o ʃ eː t̪ˠ ə h
ceistigh.wav,ˈ c e ʃ tʲ iː
cineáltas.wav,ˈ c i nʲ a l̻ˠ t̪ˠ ə sˠ
uiscedhíonach.wav,ˈ i ʃ c ə j i n̻ˠ a h
díchoimisiúnaithe.wav,ˈ dʲ iː h ə mʲ ə ʃ uː n̻ˠ ə h ə
mainicín.wav,ˈ mˠ a nʲ ə c i nʲ
aerloingseoireachta.wav,eː ɾˠ l̻ˠ ə ɲ ʃ oː ɾʲ ə ɾˠ t̪ˠ ə
neamhoilte.wav,ˈ n̻ʲ a ˈ vˠ o l̻ʲ tʲ ə
coigistíocht.wav,ˈ k o ɟ ə ʃ tʲ iː a x t̪ˠ
comhoiriúnach.wav,ˈ k oː ˈ o ɾʲ u n̻ˠ a h
críochlíne.wav,ˈ c ɾʲ iː x ˈ l̻ʲ iː nʲ ə
trasuigh.wav,ˈ t̪ˠ ɾˠ a sˠ iː
giarsa.wav,ˈ ɟ ia ɾˠ sˠ ə
lagar.wav,ˈ l̻ˠ a ɡ ə ɾˠ
seithe.wav,ˈ ʃ ai hʲ ə
forábhar.wav,ˈ fˠ o ɾˠ ˈ aː vˠ ə ɾˠ
hapáil.wav,h a pˠ a lʲ
cartlannaí.wav,ˈ k a ɾˠ t̪ˠ l̻ˠ ə n̻ˠ iː
flóra.wav,ˈ fˠ l̻ˠ oː ɾˠ ə
taisceadh.wav,ˈ t̪ˠ a ʃ ˈ c eː
láimhsiú.wav,l̻ˠ aː vʲ ʃ uː
íol.wav,iː l̻ˠ
Cóisis.wav,ˈ k oː ʃ ə ʃ
cóbalt.wav,ˈ k oː bˠ ə l̻ˠ t̪ˠ
buainteoir.wav,ˈ bˠ ua n̻ʲ tʲ o ɾʲ
latrach.wav,l̻ˠ a t̪ˠ ɾˠ a h
liúit.wav,ˈ l̻ʲ uː tʲ
baictéareolaí.wav,bˠ a c tʲ eː ɾʲ oː l̻ˠ iː
staonaire.wav,ˈ sˠ t̪ˠ iː n̻ˠ ə ɾʲ ə
leadhb.wav,ˈ l̻ʲ eː bˠ
póilió.wav,ˈ pˠ oː lʲ iː oː
brúchtach.wav,bˠ ɾˠ uː ɾˠ t̪ˠ a h
fiúchas.wav,ˈ fʲ uː h ə sˠ
tréad.wav,ˈ tʲ ɾʲ eː d̪ˠ
easanálaithe.wav,ˈ a ˈ sˠ a ˈ n̻ˠ aː l̻ˠ ə h ə
aimpléiseach.wav,ˈ a mʲ pʲ lʲ eː ʃ ə h
breitheamh.wav,ˈ bʲ ɾʲ ai hʲ uː
dialóg.wav,ˈ dʲ iˑə ˈ l̻ˠ oː ɡ
comhairleacht.wav,k oː ɾˠ lʲ a ɾˠ t̪ˠ
mná.wav,ˈ mˠ ɾˠ aː
leathcheann.wav,ˈ l̻ʲ a ç a n̻ˠ
cláraí.wav,k l̻ˠ aː ɾˠ iː
aimitise.wav,a mʲ i tʲ i ʃ ə
sracadh.wav,ˈ sˠ ɾˠ a k uː
cultúrtha.wav,ˈ k u l̻ˠ t̪ˠ u ɾˠ h ə
múscán.wav,ˈ mˠ uː sˠ k a n̻ˠ
gaobhar.wav,ˈ ɡ eː ɾˠ
múscailte.wav,ˈ mˠ uː sˠ k ə lʲ tʲ ə
cabáiste.wav,ˈ k a bˠ a ʃ tʲ ə
iomlán.wav,ˈ o mˠ l̻ˠ a n̻ˠ
plátghloine.wav,ˈ pˠ l̻ˠ aː t̪ˠ ɣ l̻ˠ ə nʲ ə
neamheolach.wav,nʲ au oː l̻ˠ a h
scagaire.wav,ˈ sˠ k a ɡ ə ɾʲ ə
éiginntitheach.wav,eː ɟ i n̻ʲ tʲ i hʲ a h
lúthchleasaíocht.wav,ˈ l̻ˠ uː ç lʲ a sˠ iː a x t̪ˠ
cleamhnaigh.wav,c lʲ au n̻ˠ iː
baitíc.wav,ˈ bˠ a tʲ i c
Haváíoch.wav,ˈ h a vʲ aː iˑə h
Meiriceá.wav,ˈ mʲ e ɾʲ ə c ə
praghsáil.wav,ˈ pˠ ɾˠ ai sˠ a lʲ
file.wav,ˈ fʲ i lʲ ə
bián.wav,ˈ bʲ iː aː n̻ˠ
sín.wav,ˈ ʃ iː nʲ
spreagtha.wav,ˈ sˠ pʲ ɾʲ a ɡ h ə
cúlfhiacail.wav,k uː lʲ ia k ə lʲ
sotal.wav,ˈ sˠ a t̪ˠ ə l̻ˠ
dobhréagnaithe.wav,ˈ d̪ˠ o vʲ ɾʲ e ɡ n̻ˠ i hʲ ə
pludach.wav,ˈ pˠ l̻ˠ u d̪ˠ a h
strus.wav,ˈ sˠ t̪ˠ ɾˠ u sˠ
báicéireacht.wav,ˈ bˠ aː c e ɾʲ a x t̪ˠ
aigéanach.wav,ˈ a ɟ e n̻ˠ a h
blaoiscéireacht.wav,bˠ l̻ˠ iː ʃ c eː ɾʲ a ɾˠ t̪ˠ
Monacó.wav,ˈ mˠ o n̻ˠ ə k o
soláthróir.wav,sˠ a l̻ˠ aː h ɾˠ o ɾʲ
banúlacht.wav,ˈ bˠ a n̻ˠ u l̻ˠ a x t̪ˠ
smeacharnach.wav,sˠ mʲ a h ə ɾˠ n̻ˠ a h
athfhéachaint.wav,ˈ a ˈ eː x i nʲ tʲ
imní.wav,ˈ i mʲ nʲ iː
lócas.wav,ˈ l̻ˠ oː k ə sˠ
seang.wav,ˈ ʃ a ŋ
léirsiú.wav,ˈ l̻ʲ eː ɾˠ ʃ uː
piongain.wav,ˈ pʲ i ŋ ɡ ə nʲ
fanntais.wav,ˈ fˠ a n̻ˠ t̪ˠ ə ʃ
éifeachtach.wav,ˈ eː fʲ a x t̪ˠ a h
sceimhligh.wav,ˈ ʃ c e vʲ lʲ iː
seanchaite.wav,ˈ ʃ a n̻ˠ x a tʲ ə
húda.wav,ˈ h uː d̪ˠ ə
buiséadaigh.wav,ˈ bˠ i ʃ eː d̪ˠ iː
mathshlua.wav,ˈ mˠ a h l̻ˠ ua
ceannfhocal.wav,c a n̻ˠ ə k ə l̻ˠ
jíons.wav,ˈ dʲ iː n̻ˠ sˠ
cúlchaint.wav,ˈ k uː l̻ˠ ˈ h a n̻ʲ tʲ
ollphuball.wav,ˈ o l̻ˠ ˈ fˠ u bˠ ə l̻ˠ
grá.wav,ˈ ɡ ɾˠ aː
freisin.wav,ˈ fʲ ɾʲ e ʃ ə nʲ
faighne.wav,ˈ fˠ ai nʲ ə
alúmanaim.wav,o l̻ˠ uː mˠ ə n̻ˠ ə mʲ
infridhearg.wav,ˈ i nʲ ˈ fʲ ɾʲ iː ə ɾˠ ɡ
mórchomhlacht.wav,ˈ mˠ oː ɾˠ ˈ x oː l̻ˠ a x t̪ˠ
mí-eagar.wav,mˠ iː a ɡ ə ɾˠ
neacht.wav,ˈ nʲ a x t̪ˠ
neamhghníomhaíocht.wav,ˈ n̻ʲ a vˠ ˈ j nʲ iː vˠ iː a x t̪ˠ
snaidhm.wav,ˈ sˠ n̻ˠ eː mʲ
páircíneach.wav,ˈ pˠ aː ɾʲ c i nʲ a h
éadaitheoir.wav,ˈ eː d̪ˠ i hʲ o ɾʲ
sclaig.wav,ˈ sˠ k l̻ˠ a ɟ
dúshlán.wav,ˈ d̪ˠ uː l̻̊ˠ a n̻ˠ
comhdheis.wav,k oː j ə ʃ
cairtín.wav,ˈ k a ɾˠ tʲ iː nʲ
siadsan.wav,ˈ ʃ ia d̪ˠ sˠ a n̻ˠ
mise.wav,ˈ mʲ i ʃ ə
bruscarnach.wav,bˠ ɾˠ u sˠ k ə ɾˠ n̻ˠ a h
diomú.wav,ˈ dʲ i mˠ uː
máistirchoirpeach.wav,ˈ mˠ aː ʃ tʲ ə ɾˠ x ə ɾʲ pʲ ə h
storrúil.wav,ˈ sˠ t̪ˠ a ɾˠ u lʲ
aigéin.wav,ˈ a ɟ eː nʲ
gangaideach.wav,ˈ ɡ a ŋ ɡ ə dʲ a h
fo-alt.wav,ˈ fˠ o ˈ o l̻ˠ t̪ˠ
réasúnaí.wav,ɾʲ eː sˠ uː n̻ˠ iː
poncúlacht.wav,ˈ pˠ o ŋ k u l̻ˠ a x t̪ˠ
inimirce.wav,ˌ i nʲ ˈ i mʲ ə ɾʲ c ə
apaigí.wav,ˈ a pˠ ə ɟ iː
clais.wav,ˈ k l̻ˠ a ʃ
mírún.wav,ˈ mʲ iː ˈ ɾˠ uː n̻ˠ
ascaill.wav,ˈ a sˠ k ə l̻ʲ
tinneas.wav,ˈ tʲ i n̻ʲ ə sˠ
tuairiscithe.wav,ˈ t̪ˠ uˑə ɾʲ ə ʃ c ə h ə
gealas.wav,ˈ ɟ a l̻ˠ ə sˠ
criostalstruchtúr.wav,c ɾʲ i sˠ t̪ˠ ə l̻ˠ sˠ t̪ˠ ɾˠ ə ɾˠ t̪ˠ u ɾˠ
scanraigh.wav,ˈ sˠ k aː ɾˠ iː
deonach.wav,ˈ dʲ oː n̻ˠ a h
mínáireach.wav,ˈ mʲ iː ˈ n̻ˠ aː ɾʲ a h
coinbhéirsigh.wav,k o nʲ ə vʲ eː ɾˠ ʃ iː
gnáth.wav,ˈ ɡ aː
uisciúchán.wav,i ʃ c uː h a n̻ˠ
súdaire.wav,ˈ sˠ uː d̪ˠ ə ɾʲ ə
canóin.wav,ˈ k a n̻ˠ o nʲ
gnásanna.wav,ˈ ɡ n̻ˠ aː sˠ ə n̻ˠ ə
acrach.wav,ˈ a k ɾˠ a h
comhthíreach.wav,ˈ k oː hʲ iː ɾʲ a h
guaire.wav,ˈ ɡ ua ɾʲ ə
críonóideach.wav,c ɾʲ iː n̻ˠ oː dʲ a h
Ollainnise.wav,ˈ o ˈ l̻ˠ a n̻ʲ ə ʃ ə
comhghairm.wav,ˈ k oː ˈ ɣ a ɾʲ ə mʲ
riachtanach.wav,ˈ ɾˠ ia x t̪ˠ ə n̻ˠ a h
carbónúil.wav,k a ɾˠ ə bˠ oː n̻ˠ u lʲ
práis.wav,ˈ pˠ ɾˠ aː ʃ
criú.wav,ˈ c ɾʲ uː
mórdhíoltóir.wav,ˈ mˠ oː ɾˠ 
scamall.wav,ˈ sˠ k a mˠ ə l̻ˠ
ailléirge.wav,ˈ o l̻ʲ e ɾʲ ɟ ə
friotachas.wav,fʲ ɾʲ i t̪ˠ ə h ə sˠ
búdaíoch.wav,bˠ uː d̪ˠ ia h
cneá.wav,ˈ c ɾʲ aː
mórdhíol.wav,ˈ mˠ oː ɾˠ j i l̻ˠ
idiraisnéis.wav,i dʲ i ɾʲ ə ʃ nʲ e ʃ
poncaíocht.wav,ˈ pˠ o ŋ k iː a x t̪ˠ
creidiúintí.wav,ˈ c ɾʲ e dʲ uː nʲ tʲ iː
stocmhargadh.wav,ˈ sˠ t̪ˠ o k vˠ ə ɾˠ ɡ uː
crodh.wav,k ɾˠ uː
aelus.wav,eː l̻ˠ ə sˠ
iomadúil.wav,ˈ i mˠ ə d̪ˠ u lʲ
gliceas.wav,ˈ ɟ lʲ i c ə sˠ
marthanacht.wav,mˠ a ɾ̥ˠ ə n̻ˠ a ɾˠ t̪ˠ
gild.wav,ˈ ɟ i l̻ʲ dʲ
slua.wav,ˈ sˠ l̻ˠ ua
Véideach.wav,ˈ vʲ eː dʲ ə h
críonna.wav,ˈ c ɾʲ iː n̻ˠ ə
cuimhneacháin.wav,ˈ k i vʲ nʲ ə h aː nʲ
féinseirbhís.wav,ˈ fʲ eː nʲ ˈ ʃ e ɾʲ ə vʲ i ʃ
idircheallach.wav,ˈ i dʲ ə ɾʲ ˈ ç a l̻ˠ ə h
scoite.wav,ˈ sˠ k o tʲ ə
Seapánach.wav,ˈ ʃ a pˠ aː n̻ˠ ə h
lámhcheird.wav,ˈ l̻ˠ aː vˠ ç e ɾˠ dʲ
ísligh.wav,ˈ iː ʃ lʲ ə
gliúrascnach.wav,ɟ lʲ uː ɾˠ ə sˠ k n̻ˠ a h
cniogdhamhsa.wav,ˈ c nʲ i ɡ ɣ uː sˠ ə
clibistín.wav,c lʲ i bʲ i ʃ tʲ iː nʲ
sácráilte.wav,sˠ aː k ɾˠ aː lʲ tʲ ə
spaisteoireacht.wav,ˈ sˠ pˠ a ʃ tʲ o ɾʲ a x t̪ˠ
aidhm.wav,ˈ eː mʲ
bainian.wav,bˠ a nʲ ia n̻ˠ
gríodán.wav,ˈ ɟ ɾʲ iː d̪ˠ a n̻ˠ
bronntanas.wav,ˈ bˠ ɾˠ o n̻ˠ t̪ˠ ə n̻ˠ ə sˠ
seáp.wav,ˈ ʃ aː pˠ
gléigile.wav,ɟ lʲ eː ɟ i lʲ ə
laíon.wav,ˈ l̻ˠ iː n̻ˠ
athrú.wav,ˈ a h ɾˠ uː
príosún.wav,ˈ pʲ ɾʲ iː sˠ u n̻ˠ
lonraigh.wav,ˈ l̻ˠ o n̻ˠ ɾˠ iː
fliú.wav,ˈ fʲ lʲ uː
débhríoch.wav,ˈ dʲ eː vʲ ɾʲ i a h
tréig.wav,ˈ tʲ ɾʲ eː ɟ
míneadas.wav,ˈ mʲ iː nʲ ə d̪ˠ ə sˠ
grágán.wav,ˈ ɡ ɾˠ aː ɡ aː n̻ˠ
múnlán.wav,ˈ mˠ uː n̻ˠ l̻ˠ aː n̻ˠ
athsheinm.wav,ˈ a ˈ h i nʲ ə mˠ
críochú.wav,ˈ c ɾʲ iː x uː
ríomh.wav,ˈ ɾˠ iː ˈ uː
lonracht.wav,l̻ˠ o n̻ˠ ɾˠ a ɾˠ t̪ˠ
spléachadh.wav,ˈ sˠ pʲ lʲ eː h uː
foilsitheoireacht.wav,ˈ fˠ o l̻ʲ ʃ i hʲ o ɾʲ a x t̪ˠ
sop.wav,ˈ sˠ o pˠ
astralaíoch.wav,ˈ a sˠ t̪ˠ ɾˠ ə l̻ˠ i a h
seanóir.wav,ˈ ʃ a n̻ˠ o ɾʲ
ailse.wav,ˈ o l̻ʲ ʃ ə
leisciúil.wav,ˈ l̻ʲ e ʃ c u lʲ
samhlaíocht.wav,ˈ sˠ au l̻ˠ iː a x t̪ˠ
creachadh.wav,ˈ c ɾʲ a x uː
athdhúiseacht.wav,a h ɣ uː ʃ a ɾˠ t̪ˠ
catóid.wav,ˈ k a t̪ˠ o dʲ
ardaithe.wav,ˈ a ɾˠ d̪ˠ ə h ə
claonas.wav,k l̻ˠ iː n̻ˠ ə sˠ
cluichí.wav,ˈ k l̻ˠ i hʲ i
deasóg.wav,ˈ dʲ a sˠ oː ɡ
ceartaiseacht.wav,c a ɾˠ t̪ˠ ə ʃ a ɾˠ t̪ˠ
slíocadh.wav,ʃ lʲ iː k uː
éifeachtacht.wav,eː fʲ ə ɾˠ t̪ˠ a ɾˠ t̪ˠ
taraif.wav,ˈ t̪ˠ a ɾˠ i fˠ
