transcription,phoneme_sentence,audio_path
is dócha go mbeidh wifi nó ríomhaire ceangailte leis an idirlíon ag d’óstán nó ag d’óstaigh má tá tú ag fanacht i dteach aíochta nó i dteach príobháideach agus bíonn caife idirlín nó áit éigin le wifi poiblí ag gach lonnaíocht,ˈisˠ|ˈd̪ˠoːxə|ˈɡə|ˈmˠeː|[UNK]|ˈn̻ˠoː|ˈɾˠiːvˠəɾʲə|ˈcaŋəl̻ʲtʲə|ˈlʲiʃ|ˈən̻ˠ|ˈidʲəɾʲˈl̻ʲiːn̻ˠ|ˈeɟ|[UNK]|ˈn̻ˠoː|ˈeɟ|[UNK]|ˈmˠa|ˈt̪ˠaː|ˈt̪ˠuː|ˈeɟ|ˈfˠan̻ˠaxt̪ˠ|ˈi|ˈdʲah|iaht̪ˠə|ˈn̻ˠoː|ˈi|ˈdʲah|ˈpʲɾʲiːvˠadʲah|ˈəɡəsˠ|ˈbʲiːn̻ˠ|ˈkafʲə|ˈidʲəɾˠlʲiːnʲ|ˈn̻ˠoː|ˈaːtʲ|ˈeːɟənʲ|ˈlʲe|[UNK]|ˈpˠobʲlʲiː|ˈeɟ|ˈɡah|ˈl̻ˠon̻ˠiˑəɾˠt̪ˠ,train/8768230956156422992.wav
ní féidir le cleachtais chearta cothaithe ina n-aonar scothfheidhmíocht a ghiniúint ach is féidir leo tionchar mór a bheith acu ar fholláine iomlán lúthchleasaithe óga,ˈn̻ʲiː|ˈfʲeːdʲəɾʲ|ˈlʲe|clʲaɾˠt̪ˠəʃ|çaɾˠt̪ˠə|kahiː|ˈin̻ˠə|n̻ˠiːn̻ˠəɾˠ|[UNK]|ə|jinʲuːnʲtʲ|ˈah|ˈisˠ|ˈfʲeːdʲəɾʲ|ˈlʲoː|ˈtʲon̻ˠəhəɾˠ|ˈmˠoːɾˠ|ə|ˈvʲehʲ|ˈakuː|ˈeɾʲ|al̻ˠaːnʲə|ˈomˠl̻ˠan̻ˠ|l̻ˠuːhʲçlʲəsˠiː|ˈoːɡə,train/8772866156370420984.wav
i gcaitheamh an 18ú haois tháinig an chambóid faoi bhrú idir dhá chomharsa chumhachtacha an téalainn agus vítneam,ˈi|ˈɡaihʲuː|ˈən̻ˠ|[UNK]|hiːʃ|ˈhaːnʲəɟ|ˈən̻ˠ|[UNK]|ˈfˠiː|vˠɾˠuː|ˈidʲəɾʲ|ˈɣaː|xoːɾˠsˠə|xuːəɾˠt̪ˠahə|ˈən̻ˠ|[UNK]|ˈəɡəsˠ|[UNK],train/878037093893482485.wav
faoi láthair tá fred ag séideadh gaoithe suas le 105 míle san uair 165 km/h agus é ag gluaiseacht i dtreo an iarthuaiscirt,ˈfˠiː|ˈl̻ˠaːhiɾʲ|ˈt̪ˠaː|[UNK]|ˈeɟ|ˈʃeːdʲuː|ˈɡiːhʲə|ˈsˠuasˠ|ˈlʲe|[UNK]|ˈmʲiːlʲə|sˠən̻ˠ|ˈuaɾʲ|[UNK]|[UNK]|ˈəɡəsˠ|ˈeː|ˈeɟ|ˈɡl̻ˠuaʃaxt̪ˠ|ˈi|ˈdʲɾʲoː|ˈən̻ˠ|iaɾ̥ˠuaʃciɾˠtʲ,train/8790719734922431302.wav
theastaigh ó roinnt manaigh ghearmánacha dia a thabhairt níos gaire don chosmhuintir agus mar sin chum siad teanga litriúil na heastóine,hʲasˠt̪ˠiː|ˈoː|ˈɾˠon̻ʲtʲ|mˠan̻ˠiː|[UNK]|ˈdʲia|ə|ˈhoːɾʲtʲ|ˈnʲiːsˠ|ˈɡaɾʲə|ˈd̪ˠon̻ˠ|ˈxosˠvˠitʲəɾʲ|ˈəɡəsˠ|mˠaɾˠ|ˈʃinʲ|xumˠ|ˈʃiːd̪ˠ|ˈtʲaŋə|lʲitʲɾʲuːlʲ|ˈn̻ˠə|[UNK],train/8792679467209047072.wav
ní bheadh a fuinneoga gloinithe móra agus ballaí tanaí ábalta ionsaí fíochmhar a sheasamh i bhfad,ˈn̻ʲiː|ˈvʲeuː|ə|fˠin̻ʲoːɡə|ɡl̻ˠonʲiː|ˈmˠoːɾˠə|ˈəɡəsˠ|ˈbˠal̻ˠiː|ˈt̪ˠan̻ˠiː|ˈaːbˠəl̻ˠt̪ˠə|ˈin̻ˠsˠiː|ˈfʲiːhvˠəɾˠ|ə|ˈhʲasˠuː|ˈi|ˈvˠad̪ˠ,train/8794779379611273968.wav
bunaíodh apia sna 1850idí agus is príomhchathair oifigiúil shamó í ó 1959,bˠun̻ˠiːuː|[UNK]|ˈsˠn̻ˠə|[UNK]|ˈəɡəsˠ|ˈisˠ|ˈpʲɾʲiːvˠˈxahəɾʲ|ˈofʲəɟulʲ|[UNK]|ˈiː|ˈoː|[UNK],train/8806420240972328806.wav
tá eolaithe ag obair chun imoibreoir a chruthú a fhéadfaidh fuinneamh a dhéanamh sa tslí chéanna,ˈt̪ˠaː|oːl̻ˠiː|ˈeɟ|ˈobˠiɾʲ|ˈxun̻ˠ|ˈiˈmʲobʲɾʲoɾʲ|ə|xɾˠuhuː|ə|eːt̪ˠiː|ˈfˠin̻ʲuː|ə|ˈjeːn̻ˠuː|ˈsˠə|ˈtʲʃuːl̻ˠ|ˈçeːɾˠn̻ˠə,train/8815286651428981065.wav
creideann roinnt pailé-ointeolaithe i láthair na huaire gur mhair grúpa amháin dineasáir agus go bhfuil siad beo i gcónaí tugann muid éin orthu,cɾʲedʲən̻ˠ|ˈɾˠon̻ʲtʲ|[UNK]|ˈi|ˈl̻ˠaːhiɾʲ|ˈn̻ˠə|ˈhuaɾʲə|ˈɡəɾˠ|vˠaɾʲ|ˈɡɾˠuːpˠə|əˈvˠaːnʲ|dʲinʲəsˠaɾʲ|ˈəɡəsˠ|ˈɡə|ˈvˠilʲ|ˈʃiːd̪ˠ|ˈbʲoː|ˈi|ˈɡoːn̻ˠiː|ˈt̪ˠuɡən̻ˠ|ˈmˠidʲ|eːnʲ|ˈoɾˠhu,train/8821784402177037933.wav
chuaigh trúpaí comhfhórsa agus afganastánacha isteach sa cheantar leis an suíomh a choinneáil slán agus cuireadh aerárthaí eile comhfhórsa isteach ann le cabhair a thabhairt,ˈxuaj|t̪ˠɾˠuːpˠiː|[UNK]|ˈəɡəsˠ|[UNK]|iʃˈtʲah|ˈsˠə|ˈçan̻ˠt̪ˠəɾˠ|ˈlʲiʃ|ˈən̻ˠ|ˈsˠiːau|ə|ˈxon̻ʲalʲ|ˈsˠl̻ˠaːn̻ˠ|ˈəɡəsˠ|ˈkiɾʲuː|eːɾˠaːɾ̥ˠiː|ˈelʲə|[UNK]|iʃˈtʲah|ˈən̻ˠ|ˈlʲe|ˈkoːɾʲ|ə|ˈhoːɾʲtʲ,train/8835849558161425969.wav
is féidir leis na laethanta an-fhada sa samhradh a bheith ina gcúis le fadhbanna ó thaobh dóthain codlata a fháil agus fadbhanna sláinte a ghabhann leis sin,ˈisˠ|ˈfʲeːdʲəɾʲ|ˈlʲiʃ|ˈn̻ˠə|ˈl̻ˠeːhən̻ˠt̪ˠə|ˈaˈn̻ˠad̪ˠə|ˈsˠə|ˈsˠauɾˠuː|ə|ˈvʲehʲ|ˈin̻ˠə|ɡuːʃ|ˈlʲe|ˈfˠad̪ˠˈhbˠan̻ˠə|ˈoː|ˈhiːvˠ|ˈd̪ˠoːhənʲ|ˈkol̻ˠət̪ˠə|ə|ˈaːlʲ|ˈəɡəsˠ|[UNK]|ˈsˠl̻ˠaːn̻ʲtʲə|ə|ɣoːn̻ˠ|ˈlʲiʃ|ˈʃinʲ,train/884482394377682704.wav
ansin tugtar liosta priontáilte agus/nó ar líne de na hóstaigh atá ar fáil i dteannta moltaí agus léirmheasanna ó thaistealaithe eile uaireanta,ən̻ˠˈʃinʲ|t̪ˠuɡt̪ˠəɾˠ|ˈl̻ʲisˠt̪ˠə|ˈpʲɾʲin̻ˠt̪ˠaːlʲtʲə|[UNK]|ˈeɾʲ|ˈl̻ʲiːnʲə|ˈd̪ˠe|ˈn̻ˠə|hoːsˠt̪ˠiː|əˈt̪ˠaː|ˈeɾʲ|ˈfˠaːlʲ|ˈi|dʲan̻ˠt̪ˠə|mˠal̻ˠt̪ˠiː|ˈəɡəsˠ|lʲeːɾʲvʲəsˠən̻ˠə|ˈoː|haʃtʲəl̻ˠiː|ˈelʲə|uaɾʲən̻ˠt̪ˠə,train/8850879869563842688.wav
is maith is eol do na haerlínte go bhfuil croíghrúpa áirithe d'eitleoirí atá sásta íoc go mór as an mbuntáiste le dul áit éigin go tapa agus go compordach agus gearrtar na táillí cuí orthu dá réir sin,ˈisˠ|ˈmˠahʲ|ˈisˠ|ˈoːl̻ˠ|ˈd̪ˠə|ˈn̻ˠə|heːɾˠlʲiːnʲtʲə|ˈɡə|ˈvˠilʲ|[UNK]|ˈaːɾʲihʲə|[UNK]|əˈt̪ˠaː|ˈsˠaːsˠt̪ˠə|ˈiːk|ˈɡə|ˈmˠoːɾˠ|ˈasˠ|ˈən̻ˠ|mˠun̻ˠt̪ˠaːʃtʲə|ˈlʲe|ˈd̪ˠul̻ˠ|ˈaːtʲ|ˈeːɟənʲ|ˈɡə|ˈt̪ˠapˠə|ˈəɡəsˠ|ˈɡə|komˠpˠoːɾˠdʲah|ˈəɡəsˠ|ɟaɾˠt̪ˠəɾˠ|ˈn̻ˠə|ˈt̪ˠaːl̻ʲiː|ˈkiː|ˈoɾˠhu|ˈd̪ˠaː|ˈɾˠeːɾʲ|ˈʃinʲ,train/8851337645700990176.wav
"faoi bhun na n-umar tá limistéar tánaisteach coimeádta sa bhreis a bhfuil toilleadh de 104,500 bairille ann agus ní raibh sé lán fós",ˈfˠiː|ˈvˠun̻ˠ|ˈn̻ˠə|[UNK]|ˈt̪ˠaː|ˈl̻ʲimʲəʃtʲeɾˠ|ˈt̪ˠaːn̻ˠəʃtʲah|ˈkomʲat̪ˠə|ˈsˠə|ˈvʲɾʲeʃ|ə|ˈvˠilʲ|ˈt̪ˠol̻ʲuː|ˈd̪ˠe|[UNK]|ˈbˠaɾʲl̻ʲə|ˈən̻ˠ|ˈəɡəsˠ|ˈn̻ʲiː|ˈɾˠoːvˠ|ˈʃeː|ˈl̻ˠaːn̻ˠ|ˈfˠoːsˠ,train/8856450793361343527.wav
an iodáilis a úsáideann cathair na vatacáine ina reachtaíocht agus ina cumarsáidí oifigiúla,ˈən̻ˠ|[UNK]|ə|uːsˠaːdʲən̻ˠ|ˈkahəɾʲ|ˈn̻ˠə|[UNK]|ˈin̻ˠə|ˈɾˠaxt̪ˠiːaxt̪ˠ|ˈəɡəsˠ|ˈin̻ˠə|kumˠəɾˠsˠaːdʲiː|ofʲiɟuːl̻ˠə,train/8857188792717304364.wav
rudaí a iompar do dhaoine eile ná ligtear riamh do chuid bagáiste as do radharc go háirithe agus tú ag dul trasna teorainneacha idirnáisiúnta,ˈɾˠud̪ˠiː|ə|ˈimˠpˠəɾˠ|ˈd̪ˠə|ˈɣiːnʲiː|ˈelʲə|ˈn̻ˠaː|lʲiɟtʲəɾˠ|ˈɾʲiavˠ|ˈd̪ˠə|ˈxidʲ|ˈbˠaɡaʃtʲə|ˈasˠ|ˈd̪ˠə|ˈɾˠauɾˠk|ˈɡə|haːɾʲiː|ˈəɡəsˠ|ˈt̪ˠuː|ˈeɟ|ˈd̪ˠul̻ˠ|ˈt̪ˠɾˠasˠn̻ˠə|tʲoːɾˠən̻ʲahə|ˈidʲəɾʲˈn̻ˠaːʃun̻ˠt̪ˠə,train/8859381375120700122.wav
bhuailfeadh an dá thaobh le chéile sa bhabhta leathcheannais mór áit ar bhuaigh noosa ar bhuaiteoirí de 11 phointe,vˠual̥ʲuː|ˈən̻ˠ|ˈd̪ˠaː|ˈhiːvˠ|ˈlʲe|ˈçelʲə|ˈsˠə|vˠoːt̪ˠə|lʲahʲçən̻ˠəʃ|ˈmˠoːɾˠ|ˈaːtʲ|ˈeɾʲ|ˈvˠuaiː|[UNK]|ˈeɾʲ|vˠuatʲoːɾʲiː|ˈd̪ˠe|[UNK]|fˠonʲtʲə,train/8863948570531158020.wav
cuireadh cóireáil do chomharthaí suaite ar chúigear ar a laghad a bhí ar an láthair tráth an phléasctha cé nár tuairiscíodh aon tromghortuithe,ˈkiɾʲuː|ˈkoːɾʲaːlʲ|ˈd̪ˠə|xoːɾ̥ˠiː|ˈsˠuatʲə|ˈeɾʲ|xuːɟəɾˠ|ˈeɾʲ|ə|ˈl̻ˠeːd̪ˠ|ə|ˈvʲiː|ˈeɾʲ|ˈən̻ˠ|ˈl̻ˠaːhiɾʲ|ˈt̪ˠɾˠaː|ˈən̻ˠ|[UNK]|ˈceː|ˈn̻ˠaːɾˠ|t̪ˠuaɾʲiʃciːuː|ˈeːn̻ˠ|[UNK],train/8876150741260783242.wav
áirítear air seo fanacht i scuaine de bhrí gur féidir madraí bolaíochta drugaí a úsáid uair ar bith gan fógra,aːɾʲiːtʲəɾˠ|ˈeɾʲ|ˈʃo|ˈfˠan̻ˠaxt̪ˠ|ˈi|ˈsˠkuanʲə|ˈd̪ˠe|vʲɾʲiː|ˈɡəɾˠ|ˈfʲeːdʲəɾʲ|mˠad̪ˠɾˠiː|bˠal̻ˠiaht̪ˠə|ˈd̪ˠɾˠuɡiː|ə|ˈuːsˠadʲ|ˈuaɾʲ|ˈeɾʲ|ˈbʲiː|ˈɡan̻ˠ|ˈfˠoːɡɾˠə,train/8876769799614246400.wav
dúnadh an bóthar mar ar tharla an tuairteáil ar feadh tamaill fad a bhí na seirbhísí éigeandála ag scaoileadh an tiománaí as audi tt dearg,d̪ˠuːn̻ˠuː|ˈən̻ˠ|ˈbˠoːhəɾˠ|mˠaɾˠ|ˈeɾʲ|ˈhaɾˠl̻ˠə|ˈən̻ˠ|ˈt̪ˠuaɾˠtʲalʲ|ˈeɾʲ|ˈfʲau|ˈt̪ˠamˠal̻ʲ|ˈfˠad̪ˠ|ə|ˈvʲiː|ˈn̻ˠə|ˈʃeɾʲəvʲiːʃiː|ˈeːɟən̻ˠd̪ˠaːl̻ˠə|ˈeɟ|ˈsˠkiːlʲuː|ˈən̻ˠ|ˈtʲomˠan̻ˠiː|ˈasˠ|[UNK]|[UNK]|ˈdʲaɾˠəɡ,train/8895282338566782643.wav
faoi thús an lae inniu bhí gaoth thart ar 83 km/h ann agus bhíothas ag súil go gcoinneodh léi dul i léig,ˈfˠiː|huːsˠ|ˈən̻ˠ|ˈl̻ˠeː|əˈn̻ʲuː|ˈvʲiː|ˈɡiː|ˈhaɾˠt̪ˠ|ˈeɾʲ|[UNK]|[UNK]|ˈən̻ˠ|ˈəɡəsˠ|ˈvʲiːhəsˠ|ˈeɟ|ˈsˠuːlʲ|ˈɡə|ɡon̻ʲo|ˈlʲeː|ˈd̪ˠul̻ˠ|ˈi|ˈl̻ʲeːɟ,train/8906528156454703464.wav
d'ionsódh an ginearál john cadwalder ionsaí mearaithe in éadan an gharastúin bhriotánaigh ag bordentown chun bac a chur ar aon thrúpaí athneartaithe,[UNK]|ˈən̻ˠ|[UNK]|[UNK]|[UNK]|ˈin̻ˠsˠiː|ˈmʲaɾˠəhə|ˈinʲ|ˈeːd̪ˠən̻ˠ|ˈən̻ˠ|ɣaɾˠəsˠt̪ˠunʲ|[UNK]|ˈeɟ|[UNK]|ˈxun̻ˠ|ˈbˠak|ə|ˈxuɾˠ|ˈeɾʲ|ˈeːn̻ˠ|ɾ̥ˠuːpˠiː|ahʲnʲəɾˠt̪ˠiː,train/8908590735789870651.wav
an phríomhchúis leis an bhfeiniméan seo ná an toradh ar na brionglóidí soiléire a d'fhadaigh an méid ama idir staideanna mearchorraí súl mcs,ˈən̻ˠ|[UNK]|ˈlʲiʃ|ˈən̻ˠ|vʲenʲimʲan̻ˠ|ˈʃo|ˈn̻ˠaː|ˈən̻ˠ|ˈt̪ˠaɾˠuː|ˈeɾʲ|ˈn̻ˠə|bʲɾʲiŋl̻ˠoːdʲiː|sˠolʲeːɾʲə|ə|[UNK]|ˈən̻ˠ|ˈmʲeːdʲ|ˈamˠə|ˈidʲəɾʲ|sˠt̪ˠadʲən̻ˠə|[UNK]|ˈsˠuːl̻ˠ|[UNK],train/8910517596652147279.wav
is tacaí do chosa an mharcaigh iad stíoróipí agus bíonn siad ar crochadh ó chaon taobh den diallait,ˈisˠ|ˈt̪ˠakiː|ˈd̪ˠə|ˈxosˠə|ˈən̻ˠ|vˠaɾˠkiː|ˈiad̪ˠ|ʃtʲiːɾˠoːpʲiː|ˈəɡəsˠ|ˈbʲiːn̻ˠ|ˈʃiːd̪ˠ|ˈeɾʲ|ˈkɾˠoxuː|ˈoː|[UNK]|ˈt̪ˠiːvˠ|ˈdʲənʲ|ˈdʲial̻ˠətʲ,train/8921735803572128718.wav
tá naisc eacnamaíocha athbhunaithe idir an dá limistéar seo den mholdóiv in ainneoin gur theip ar idirbheartaíocht pholaitiúil,ˈt̪ˠaː|ˈn̻ˠaʃc|akn̻ˠəmˠiahə|ahvˠən̻ˠiː|ˈidʲəɾʲ|ˈən̻ˠ|ˈd̪ˠaː|ˈl̻ʲimʲəʃtʲeɾˠ|ˈʃo|ˈdʲənʲ|[UNK]|ˈinʲ|ˈan̻ʲonʲ|ˈɡəɾˠ|hʲepʲ|ˈeɾʲ|idʲiɾʲəvʲəɾˠt̪ˠiaht̪ˠ|ˈfˠol̻ˠətʲulʲ,train/8921880021506582947.wav
faigheann éisc bás go minic de dheasca na tiúchana airde den tocsain sna huiscí,fˠeːn̻ˠ|ˈeːʃc|ˈbˠaːsˠ|ˈɡə|ˈmʲinʲic|ˈd̪ˠe|ˈjasˠkə|ˈn̻ˠə|tʲuːhən̻ˠə|aɾˠdʲə|ˈdʲənʲ|t̪ˠoksˠənʲ|ˈsˠn̻ˠə|hiʃciː,train/8925611378711983364.wav
má tá am taistil breise agat féach cén difríocht atá ann idir an táille chun na hafraice agus táille do thuras ar fud an domhain,ˈmˠa|ˈt̪ˠaː|ˈamˠ|ˈt̪ˠaʃtʲəlʲ|ˈbʲɾʲeʃə|ˈəɡət̪ˠ|ˈfʲeːh|ˈceːn̻ˠ|ˈdʲifʲɾʲiːaxt̪ˠ|əˈt̪ˠaː|ˈən̻ˠ|ˈidʲəɾʲ|ˈən̻ˠ|ˈt̪ˠaːl̻ʲə|ˈxun̻ˠ|ˈn̻ˠə|[UNK]|ˈəɡəsˠ|ˈt̪ˠaːl̻ʲə|ˈd̪ˠə|huɾˠəsˠ|ˈeɾʲ|ˈfˠud̪ˠ|ˈən̻ˠ|ˈd̪ˠaun̻ʲ,train/8926745562264839933.wav
ní gnách do theaghlaigh in charlotte tacsaithe a úsáid cé gur féidir leo a bheith úsáideach i gcásanna áirithe,ˈn̻ʲiː|ˈɡɾˠaːh|ˈd̪ˠə|hʲail̻ˠiː|ˈinʲ|[UNK]|t̪ˠaksˠiː|ə|ˈuːsˠadʲ|ˈceː|ˈɡəɾˠ|ˈfʲeːdʲəɾʲ|ˈlʲoː|ə|ˈvʲehʲ|ˈuːsˠadʲah|ˈi|ɡaːsˠən̻ˠə|ˈaːɾʲihʲə,train/8941665479802588636.wav
tá gnéithe dearfacha ag roinnt leis na láithreáin ghréasáin seo lena n-áirítear a bheith in ann leathanach ranga a chumrú gan dua ina mbeidh blaganna físeáin grianghraif agus gnéithe eile,ˈt̪ˠaː|ɟnʲeːçə|dʲaɾˠəfˠahə|ˈeɟ|ˈɾˠon̻ʲtʲ|ˈlʲiʃ|ˈn̻ˠə|l̻ˠaçɾʲanʲ|jɾʲeːsˠanʲ|ˈʃo|ˈlʲen̻ˠə|[UNK]|ə|ˈvʲehʲ|ˈinʲ|ˈən̻ˠ|ˈl̻ʲahən̻ˠah|ˈɾˠaŋə|ə|[UNK]|ˈɡan̻ˠ|ˈd̪ˠua|ˈin̻ˠə|ˈmˠeː|bˠl̻ˠaɡən̻ˠə|fʲiːʃanʲ|ɟɾʲiaŋhɾˠəfʲ|ˈəɡəsˠ|ɟnʲeːçə|ˈelʲə,train/8948545385162416953.wav
an mhí seo caite bhí an tubaiste aeir is measa le blianta ag an iaráin nuair a thuairteáil eitleán a bhí ag dul i dtreo na hairméine ag marú an 168 a bhí ar bord,ˈən̻ˠ|ˈvʲiː|ˈʃo|ˈkatʲə|ˈvʲiː|ˈən̻ˠ|ˈt̪ˠubˠəʃtʲə|ˈeːɾʲ|ˈisˠ|ˈmʲasˠə|ˈlʲe|ˈbʲlʲian̻ˠt̪ˠə|ˈeɟ|ˈən̻ˠ|[UNK]|ˈn̻ˠuːɾʲ|ə|huaɾˠtʲalʲ|ˈetʲəlʲan̻ˠ|ə|ˈvʲiː|ˈeɟ|ˈd̪ˠul̻ˠ|ˈi|ˈdʲɾʲoː|ˈn̻ˠə|[UNK]|ˈeɟ|ˈmˠaɾˠuː|ˈən̻ˠ|[UNK]|ə|ˈvʲiː|ˈeɾʲ|ˈbˠoːɾˠd̪ˠ,train/8953693921127725198.wav
ar an dea-uair de ghnáth bíonn iompraíocht tiománaithe laistigh de raon atá réasúnta seasta mar sin feictear seasmhacht réasúnta i sruthanna tráchta agus is féidir iad a léiriú go matamaiticiúil a bheag nó a mhór,ˈeɾʲ|ˈən̻ˠ|ˈdʲaːˈuaɾʲ|ˈd̪ˠe|ˈɣn̻ˠaː|ˈbʲiːn̻ˠ|ˈimˠpˠɾˠiˑəɾˠt̪ˠ|tʲimˠaːn̻ˠiː|ˈl̻ˠaʃtʲiː|ˈd̪ˠe|ˈɾˠiːn̻ˠ|əˈt̪ˠaː|ˈɾˠeːsˠun̻ˠt̪ˠə|ˈʃasˠt̪ˠə|mˠaɾˠ|ˈʃinʲ|fʲectʲəɾˠ|ˈʃasˠvˠaxt̪ˠ|ˈɾˠeːsˠun̻ˠt̪ˠə|ˈi|sˠɾˠuhən̻ˠə|ˈt̪ˠɾˠaɾˠt̪ˠə|ˈəɡəsˠ|ˈisˠ|ˈfʲeːdʲəɾʲ|ˈiad̪ˠ|ə|ˈl̻ʲeːɾʲuː|ˈɡə|ˈmˠat̪ˠəmˠatʲəculʲ|ə|ˈvʲoɡ|ˈn̻ˠoː|ə|ˈvˠoːɾˠ,train/895470648546862935.wav
is éadaí gnó caighdeánach iad cultacha agus úsáideann oibrithe ainmneacha teaghlaigh nó teideal an phoist nuair a ghlaonn siad ar a chéile,ˈisˠ|ˈeːd̪ˠiː|ˈɡɾˠoː|ˈkaidʲan̻ˠah|ˈiad̪ˠ|kul̻ˠt̪ˠahə|ˈəɡəsˠ|uːsˠaːdʲən̻ˠ|ˈobʲɾʲəhə|anʲəmʲnʲahə|ˈtʲaɣl̻ˠiː|ˈn̻ˠoː|ˈtʲedʲəl̻ˠ|ˈən̻ˠ|fˠoʃtʲ|ˈn̻ˠuːɾʲ|ə|ɣl̻ˠiːn̻ˠ|ˈʃiːd̪ˠ|ˈeɾʲ|ə|ˈçelʲə,train/895823280186668179.wav
bhuail crith talún measartha iarthar montana ag 10:08 i.n. dé luain,ˈvˠualʲ|ˈcɾʲihʲ|ˈt̪ˠal̻ˠuːn̻ˠ|ˈmʲasˠəɾˠhə|ˈiaɾˠhəɾˠ|[UNK]|ˈeɟ|[UNK]|[UNK]|ˈdʲeː|[UNK],train/8962941170903991319.wav
reáchtálfar imeachtaí sciála eile ag ionad sciála taizicheng i zhangjiakou thart ar 220 km 140 míle ó bhéising,ɾʲaːɾˠt̪ˠaːl̻ˠfˠəɾˠ|ˈiˈmʲaɾˠt̪ˠiː|ˈʃciːaːl̻ˠə|ˈelʲə|ˈeɟ|ˈin̻ˠəd̪ˠ|ˈʃciːaːl̻ˠə|[UNK]|ˈi|[UNK]|ˈhaɾˠt̪ˠ|ˈeɾʲ|[UNK]|[UNK]|[UNK]|ˈmʲiːlʲə|ˈoː|[UNK],train/8966040281031833666.wav
tá an struchtúr móilíneach céanna aige cibé an gás leacht nó solad é,ˈt̪ˠaː|ˈən̻ˠ|ˈsˠt̪ˠɾˠuɾˠt̪ˠuɾˠ|mˠoːlʲiːnʲah|ˈceːɾˠn̻ˠə|ˈeɟə|ˈcibʲiː|ˈən̻ˠ|ˈɡaːsˠ|ˈl̻ʲaxt̪ˠ|ˈn̻ˠoː|ˈsˠol̻ˠəd̪ˠ|ˈeː,train/8972452150272547398.wav
bíonn deochanna alcólacha saor in aisce ar tairiscint in ionaid áirithe mar sin féin cuireann meisce isteach ar bhreithiúnas agus is eol do gach cearrbhach a thábhachtaí atá sé a bheith ar do chiall,ˈbʲiːn̻ˠ|ˈdʲoːhən̻ˠə|ol̻ˠkoːl̻ˠahə|ˈsˠiːɾˠ|ˈinʲ|ˈaʃcə|ˈeɾʲ|ˈt̪ˠaɾʲəʃcən̻ʲtʲ|ˈinʲ|ˈin̻ˠədʲ|ˈaːɾʲihʲə|mˠaɾˠ|ˈʃinʲ|ˈheːnʲ|kiɾʲən̻ˠ|ˈmʲeʃcə|iʃˈtʲah|ˈeɾʲ|vʲɾʲaiçuːn̻ˠəsˠ|ˈəɡəsˠ|ˈisˠ|ˈoːl̻ˠ|ˈd̪ˠə|ˈɡah|ˈcaɾˠvˠah|ə|haːvˠəɾˠt̪ˠiː|əˈt̪ˠaː|ˈʃeː|ə|ˈvʲehʲ|ˈeɾʲ|ˈd̪ˠə|ˈçial̻ˠ,train/8976721290772812641.wav
tugann eolaithe astú spreagtha radaíochta ar an bpróiseas seo toisc gurb é an solas geal a spreagann na hadaimh as a n-astaítear fótón solais agus is cineál radaíochta é solas,ˈt̪ˠuɡən̻ˠ|oːl̻ˠiː|ˈasˠt̪ˠuː|ˈsˠpʲɾʲaɡhə|ɾˠad̪ˠiaht̪ˠə|ˈeɾʲ|ˈən̻ˠ|bˠɾˠoːʃəsˠ|ˈʃo|ˈt̪ˠoʃc|ˈɡaɾˠəbˠ|ˈeː|ˈən̻ˠ|ˈsˠol̻ˠəsˠ|ˈɟal̻ˠ|ə|sˠpʲɾʲiɡən̻ˠ|ˈn̻ˠə|had̪ˠəvʲ|ˈasˠ|ə|[UNK]|ˈfˠoːt̪ˠon̻ˠ|ˈsˠoˈl̻ˠaʃ|ˈəɡəsˠ|ˈisˠ|ˈcinʲal̻ˠ|ɾˠad̪ˠiaht̪ˠə|ˈeː|ˈsˠol̻ˠəsˠ,train/8981242652998772833.wav
toisc go bhfuil na réigiúin sin ar bheagán daonra agus ní minic a bhíonn fadhb le truailliú solais ann dá bharr beidh tú in ann taitneamh a bhaint as na réaltaí freisin,ˈt̪ˠoʃc|ˈɡə|ˈvˠilʲ|ˈn̻ˠə|ɾʲeːɟuːnʲ|ˈʃinʲ|ˈeɾʲ|ˈvʲoɡan̻ˠ|ˈd̪ˠiːn̻ˠɾˠə|ˈəɡəsˠ|ˈn̻ʲiː|ˈmʲinʲic|ə|ˈvʲiːn̻ˠ|ˈfˠaibˠ|ˈlʲe|ˈt̪ˠɾˠual̻ʲuː|ˈsˠoˈl̻ˠaʃ|ˈən̻ˠ|ˈd̪ˠaː|ˈvˠaːɾˠ|bʲeː|ˈt̪ˠuː|ˈinʲ|ˈən̻ˠ|ˈt̪ˠatʲnʲuː|ə|ˈvˠanʲtʲ|ˈasˠ|ˈn̻ˠə|ˈɾˠeːl̻ˠt̪ˠiː|ˈfʲɾʲeʃənʲ,train/8981299208066664610.wav
le dlí toghcháin na fraince déantar na nósanna imeachta a chódú ar bhealach sách dian,ˈlʲe|ˈdʲlʲiː|ˈt̪ˠauhan̻ʲ|ˈn̻ˠə|[UNK]|dʲeːn̻ˠt̪ˠəɾˠ|ˈn̻ˠə|ˈn̻ˠoːsˠən̻ˠə|ˈimʲəɾˠt̪ˠə|ə|xoːd̪ˠuː|ˈeɾʲ|ˈvʲol̻ˠah|ˈsˠaːh|ˈdʲian̻ˠ,train/8985004680438549161.wav
