audio,transcription
data/idlak/audio/cll_z0002_147.wav,bhí Sarah de Búrca in Amharclann Siobhán Nic Cionnaith nuair a léirigh Rang seacht i mBunscoil Bheann Mhadagáin an dráma.
data/idlak/audio/cll_z0002_148.wav,"Imreofar an dá bhabhtaí leathcheannais ar an Domhnach beag seo, an ochtú lá déag de mhí na Samhna."
data/idlak/audio/cll_z0002_149.wav,"Ach amharc go géar ar an phictiúr, a stór."
data/idlak/audio/cll_z0002_150.wav,Leath an dá shúil air beagán.
data/idlak/audio/cll_z0002_151.wav,Oíche fhuar gheimhridh a bhí ann i measc na nAlp.
data/idlak/audio/cll_z0002_152.wav,"bhí leath den rang críochnaithe le seachtain, imithe go dtí an Ghréig nó áit éigin"
data/idlak/audio/cll_z0002_153.wav,"""tá tú ag baile anseo pé scéal é i mBaile an Reeroy"" arsa an Gunnadóir Fileata."
data/idlak/audio/cll_z0002_155.wav,Ach is de réir a chéile a ghabh Ó Conghaile cúis na hÉireann chuige féin.
data/idlak/audio/cll_z0002_156.wav,Tosaíonn na muisiriúin ag úscadh lacht ar dhath na fola leis an bhfaobhar.
data/idlak/audio/cll_z0002_157.wav,I sé déag daichead a haon a sheol ceathrar Proinsiasach í chuig Lobháin.
data/idlak/audio/cll_z0002_158.wav,"Is minic fosta, a scríobhann sí, nach mbíonn caighdeán sásúil teanga acu."
data/idlak/audio/cll_z0002_159.wav,"Casann na scéalta ar fad ar roth úd na hintleachta, ó pheirspictíocht bhanúil."
data/idlak/audio/cll_z0002_160.wav,Go minic tagraíonn sé don ómós a bhí ag seanmhuintir na Cóiré do na mairbh.
data/idlak/audio/cll_z0002_161.wav,Go maraí an diabhal tusa le do chuid friseáilteachta.
data/idlak/audio/cll_z0002_162.wav,Cuireadh ranganna Breatnaise ar fáil chun go mbeadh teacht ag an bpobal ar a ndúchas.
data/idlak/audio/cll_z0002_163.wav,"Maidir le Críostaithe, tá siad nádúrtha agus de réir mar a cheap Dia iad."
data/idlak/audio/cll_z0002_164.wav,Is minic barúil á nochtadh againn ar barúil dara láimhe í dáiríre.
data/idlak/audio/cll_z0002_165.wav,tá lá i ndiaidh gearradh siar a dhéanamh ar na laethanta a fhoilsítear an nuachtán.
data/idlak/audio/cll_z0002_166.wav,Beidh an tuath bánaithe agus is dócha go mbeidh deireadh leis an Rómainis féin.
data/idlak/audio/cll_z0002_167.wav,Coláiste na mbó? Níl ansin ach coláiste
data/idlak/audio/cll_z0002_168.wav,I ndiaidh trí nóiméad shíl mé go mbeadh orm an glaoch sin a dhéanamh.
data/idlak/audio/cll_z0002_169.wav,Is é oighear diachrach an scéil é nach bhfuil aon scil faoi leith uait le dul le baincéireacht.
data/idlak/audio/cll_z0002_173.wav,Beidh sin uilig le fáil ar ardáin dhigiteacha éagsúla ó ríomhairí go fóin chliste.
data/idlak/audio/cll_z0002_174.wav,Dúnadh an áit de phlimp is le plab.
data/idlak/audio/cll_z0002_175.wav,B'fhéidir go bhfaigheadh an Rialtas cnap airgid ar ais as an Eoraip mar a gealladh.
data/idlak/audio/cll_z0002_177.wav,Comhartha dóchais rugbaí? Fainic an ceann éasca
data/idlak/audio/cll_z0002_178.wav,Beagán eile um chomhaireamh cloigne i gcás go mbeadh olltoghchán ann uair éigin
data/idlak/audio/cll_z0002_179.wav,Is beag duine nach mbeadh den tuairim go bhfuil a chuid eolais cruinn.
data/idlak/audio/cll_z0002_180.wav,Luadh ceannasacht agus caoine agus carthanacht agus cruthaitheacht.
data/idlak/audio/cll_z0002_181.wav,Tháinig fear amháin as Arizona chun castáil le cairde a bhí aige as Bostún.
data/idlak/audio/cll_z0002_182.wav,B'fhéidir go mbeadh fonn ar Éireannaigh fanacht sa mbaile freisin.
data/idlak/audio/cll_z0002_183.wav,Nuair a ghabh na ríthe an talamh de cheart claímh bhí a fhios acu go leanfadh an slua iad.
data/idlak/audio/cll_z0002_184.wav,Cheap sé go raibh cathair Dhoire dúr agus neamhchairdiúil.
data/idlak/audio/cll_z0002_185.wav,ná níor den aon bhuíon iad agus na Tuareig a ghabh Timbuktu cúpla bliain ó shin.
data/idlak/audio/cll_z0002_186.wav,tá páiste eile do mo leanaí liteartha sé mhí d'aois anois ná Gabh ar Scoil!
data/idlak/audio/cll_z0002_187.wav,Ó am go chéile tagann marcach an bealach ag aclú capaill.
data/idlak/audio/cll_z0002_188.wav,"Mar sin féin, tá eagla orm go bhfuil siad i ndiaidh greim a fháil orm."
data/idlak/audio/cll_z0002_189.wav,Níl mórán acu ann ach ní fada go mbeidh na céadta acu le feiceáil sa spéir.
data/idlak/audio/cll_z0002_190.wav,"Dúinne, laoch fomhórach is ea aon duine a ghabhann i ngar don chraobh."
data/idlak/audio/cll_z0002_192.wav,"geansaí gorm agus an litir C greanta air, ar dhath an chróch."
data/idlak/audio/cll_z0002_193.wav,Is eagal liom nach chun suaimhnis atá Cnoc Suain a dhul.
data/idlak/audio/cll_z0002_194.wav,"Diomaite de chúrsaí teanga, níl tada ró-iontach le hinse aige."
data/idlak/audio/cll_z0002_195.wav,Crógacht na n-othar eile agus an tuirse a chuireann cuairteoirí orthu uaireanta.
data/idlak/audio/cll_z0002_196.wav,ribíní d'ionathair ar nós an áirithe seo spaghetti ar leacracha dorais.
data/idlak/audio/cll_z0002_198.wav,"Níl aon spéis acu i gcothromaíocht chomhdheise oideachais, ach a mhalairt."
data/idlak/audio/cll_z0002_199.wav,An gcuirfidh na cláir nua borradh eile faoin stáisiún? Beidh le cluinstin.
data/idlak/audio/cll_z0002_200.wav,Bhunaigh Oidhreacht scéim cúntóirí teanga sa bhliain naoi déag nócha a dó
data/idlak/audio/cll_z0002_201.wav,"Mhol sé a bhean, an dealbhóir Clíodhna Cussen, a bhí ina crann taca i gcónaí aige."
data/idlak/audio/cll_z0002_203.wav,"bhí slua pinsinéirí ansin romham, an litir mhallaithe ina lámha acu."
data/idlak/audio/cll_z0002_205.wav,Cúrsa éigin scoile a bhunú ina mbeadh bac agus teir agus cosc ar leabhair agus ar leictreonaic agus ar leictreachas.
data/idlak/audio/cll_z0002_206.wav,"Ba chóir dóibh, ar bhonn prionsabail, leagan nua ceart a chur i gcló"
data/idlak/audio/cll_z0002_207.wav,Is i mBéarla a labhróidh Johan Haggman.
data/idlak/audio/cll_z0002_208.wav,"ní raibh freagrach as a bhua, ná ciontach ina laigí"
data/idlak/audio/cll_z0002_209.wav,In Namia níl baol báite ar an té nach gcrochfar.
data/idlak/audio/cll_z0002_210.wav,Is minic ceist na teanga ina cnámh spairne sa lá atá inniu ann.
data/idlak/audio/cll_z0002_211.wav,Fiche bliain ar an méar fhada ag rialtas i ndiaidh rialtais.
data/idlak/audio/cll_z0002_212.wav,I dtosach tháinig siad ar son an pá a reo.
data/idlak/audio/cll_z0002_213.wav,"Ba bhreá leis an Ailgéir, a thír dhúchais féin."
data/idlak/audio/cll_z0002_215.wav,Chuala mé go minic faoi ach diabhal a fhios agam cén áit a bhfuil sé
data/idlak/audio/cll_z0002_216.wav,"San am, ní raibh cúrsaí ríomhaireachta ach i dtús a ré sa tír seo."
data/idlak/audio/cll_z0002_217.wav,"É ar son na méise adhmaid, a déarfá, nuair ba spúnóg airgid a bhí aige féin."
data/idlak/audio/cll_z0002_218.wav,An raibh uathachas de shaghas áirithe ar an fhile W B Yeats
data/idlak/audio/cll_z0002_219.wav,"tá an chomharsanacht seo ciúin, ina codladh, cheapfá"
data/idlak/audio/cll_z0002_223.wav,"Níor ghlac Iosrael léi, mar an gcéanna le roinnt mhaith polaiteoirí i Stáit Aontaithe Mheiriceá."
data/idlak/audio/cll_z0002_224.wav,"Go raibh tú cosúil le daoine eile, agus go raibh tú go hiomlán ar leith uathu."
data/idlak/audio/cll_z0002_225.wav,b'é an chéad chor ná rátaí pá agus tuarastail a reo.
data/idlak/audio/cll_z0002_227.wav,"Dúirt comhordaitheoir Gaeilge an ionaid, Aisling ní Bheacháin, go raibh córas T E G in úsáid go forleathan."
data/idlak/audio/cll_z0002_228.wav,"Ach má tá córas tearmainn ag an Libia, ní ceann maith é"
data/idlak/audio/cll_z0002_229.wav,Is fíor gur féidir cuid mhaith de na hamhráin thosaigh a fhágáil sa bhanc dramhaíl.
data/idlak/audio/cll_z0002_231.wav,Shroich mé Salzburg san Ostair ar séú lá de mhí Eanáir naoi déag caoga a seacht
data/idlak/audio/cll_z0002_232.wav,Theip air cuimhneamh ar aon ní taitneamhach so-úsáidte a bhí de dhíth.
data/idlak/audio/cll_z0002_233.wav,bhí sraith móreagarthóirí eile a d'fhág
data/idlak/audio/cll_z0002_234.wav,caithigí uaibh an plean don dara teach sa Chróit nó i bhFlorida.
data/idlak/audio/cll_z0002_236.wav,Sin an saghas freagra a thabharfainn ar lucht mo cháinte dá mbeadh teanga aibí agam.
data/idlak/audio/cll_z0002_237.wav,Ar chaoi éigin d'aithin sé orm gur thurasóir
data/idlak/audio/cll_z0002_239.wav,bhí sí ag súil go mbeadh borradh faoi na himeachtaí idirnáisiúnta.
data/idlak/audio/cll_z0002_240.wav,"fíor, tá ar ár gcumas é a dhíol go daor."
data/idlak/audio/cll_z0002_243.wav,Chuaigh sé ó Douai go Rouen agus rinne sé staidéar ar an diagacht ann.
data/idlak/audio/cll_z0002_245.wav,Deirtear gur ar long uí Shúilleabháin Béarra a chum sé é agus é ar a bhealach chun na Spáinne.
data/idlak/audio/cll_z0002_246.wav,I measc na bhfilí a bhfuil dánta acu ann tá Fearghal óg Mac an Bhaird
data/idlak/audio/cll_z0002_247.wav,bhí caidreamh aige in Douai agus arís i bPáras le David Rothe.
data/idlak/audio/cll_z0002_249.wav,Foilsíodh drochaistriúchán Béarla den Ogygia i seacht déag nócha a trí
data/idlak/audio/cll_z0002_251.wav,Craoltóir maith ba ea é agus rinne sé dhá shraith teilifíse do r t e
data/idlak/audio/cll_z0002_252.wav,ní raibh an teanga le húsáid chun cultúr nua-aimsire na hEorpa a thabhairt isteach.
data/idlak/audio/cll_z0002_256.wav,D'fhan sé ina rúnaí acu tar éis dó éirí as a bheith ina chaptaen.
data/idlak/audio/cll_z0002_257.wav,Tuairimítear gur mhó de mháthair aici an bhean sin ná an Frances Barry úd
data/idlak/audio/cll_z0002_258.wav,Thóg Máirtín thart ar thríocha scéal agus píosaí seanchais uaidh.
data/idlak/audio/cll_z0002_259.wav,D'fhreastalaíodh sé ar rang oíche sa cheardscoil i gCluain Meala agus é sna fichidí
data/idlak/audio/cll_z0002_261.wav,Scríobhadh sé go rialta don bpáipéar Southside.
data/idlak/audio/cll_z0002_262.wav,"San iomaíocht don phost mór, bhí John McCain, Poblachtánach ó Arizona."
data/idlak/audio/cll_z0002_263.wav,Moladh mór do Des! Meas mór! Scoth stuif.
data/idlak/audio/cll_z0002_264.wav,Praghas cúig euro agus caoga cent ar píosa beag de miotal óir
data/idlak/audio/cll_z0002_265.wav,ní shocrófar an costas go dtí go mbeidh tuairisc faighte ón Roinn Comhshaoil.
data/idlak/audio/cll_z0002_266.wav,Ba cheart go mbeadh Michael Conlon an-sásta leis féin freisin.
data/idlak/audio/cll_z0002_267.wav,Déan cinnte go bhfuil an friochtán breá té
data/idlak/audio/cll_z0002_268.wav,"Beidh sé leibhéal i gceist: bunrang aon, bunrang dó, meánrang aon, meánrang dó, ardrang agus rang cruinnis."
data/idlak/audio/cll_z0002_270.wav,"Mar, i ndeireadh na dála, is é mian domhúchta gach croí aontachtaigh go n-aithneofaí iad mar Bhriotanaigh."
data/idlak/audio/cll_z0002_272.wav,Ar thaobh amháin den bhóthar feicimid an dá bholcán mhóra
data/idlak/audio/cll_z0002_274.wav,tá an smaoineamh céanna á phlé sa domhan Angla-Shacsanach agus san Eoraip faoin dúchas Ceilteach.
data/idlak/audio/cll_z0002_275.wav,Tugadh an ollúnacht do scoláire Ceilteach eile arbh ainm dó Mühlhausen.
data/idlak/audio/cll_z0002_276.wav,Is náireach mar a bhaineann na húdaráis nua sa Chróit agus sa tSeirbia úsáid as cúrsaí teanga.
data/idlak/audio/cll_z0002_277.wav,"tá ""cás maith déanta againn"" a dúirt an príomhfheidhmeannach."
data/idlak/audio/cll_z0002_279.wav,Mura féidir linn meas bheith againn ar éagsúlacht cultúr ní thógfaimid go deo an Eoraip nua seo.
data/idlak/audio/cll_z0002_280.wav,"Gan luascán nó sleamhnán sa chúlghairdín, ní dhéanfaidh tú luascadh nó sleamhnú ar feadh d'óige."
data/idlak/audio/cll_z0002_281.wav,"Is mar sin a chothaítear ciníochas, fulaingt is naimhdeas."
data/idlak/audio/cll_z0002_285.wav,tá Murascaill na Boisnia agus an Mhuir Aidriad agus an Mhuir Chaisp ann agus is den teanga iad.
data/idlak/audio/cll_z0002_286.wav,Ba mhaith linn go dtabharfaí aird orainn gach uair a scríobhann muid nó a chraolann muid píosa.
data/idlak/audio/cll_z0002_287.wav,Foilseacháin Inis Gleoire Bhéal Feirste a d'fhoilsigh smut ar shmut.
data/idlak/audio/cll_z0002_288.wav,tá an staidéar ag cothú bród nua iontu - as a gcumas léinn agus as saíocht na teanga.
data/idlak/audio/cll_z0002_289.wav,"An Teach Bán, Washington, D C; bhí Seoirse Dubya faoi smúit."
data/idlak/audio/cll_z0002_290.wav,Na glúine Gael a ghabh tríd an gcóras scolaíochta bí deimhnitheach de gur cuireadh an cheist orthu.
data/idlak/audio/cll_z0002_291.wav,"Ar m'fhallaing go raibh siad tamall fós uaim, ach bhí oiread mhuga de dhá shúil agam."
data/idlak/audio/cll_z0002_292.wav,shílfeá gur iarr sé orthu ionsaí a dhéanamh ar Bheirlín chomh drogallach agus a bhí siad faoin iarraidh.
data/idlak/audio/cll_z0002_295.wav,siad go ndéanfaidh siad scrúdú ar riachtanais
data/idlak/audio/cll_z0002_296.wav,'Dar Cníops!' chun an focal Críost a sheachaint agus a leithéid sin ach níor nós an-leathan é
data/idlak/audio/cll_z0002_297.wav,"tá siad ag iarraidh go n-athosclófaí an teorainn idir Gaza agus an Éigipt ag Rafah, i measc rudaí eile."
data/idlak/audio/cll_z0002_298.wav,Ciallóidh Conradh Liospóin go mbeidh áit ár dteanga agus ár gcultúr náisiúnta san Eoraip níos sábháilte ná riamh.
data/idlak/audio/cll_z0002_299.wav,Is taighdeoir sinsearach le U T V í Áine ní Chosgráin
data/idlak/audio/cll_z0002_300.wav,tá Dún na nGall fós ag úsáid plean forbartha a réitíodh roimh theacht i bhfeidhm an Acht Pleanála.
data/idlak/audio/cll_z0002_301.wav,tá leabhar nua do léitheoirí óga le hAnna Heussaff
data/idlak/audio/cll_z0002_302.wav,"Nuair a bhí a hiníon sa bhunscoil cuireadh ""janitor"" na scoile isteach sa rang chun a máthairtheanga a mhúineadh di."
data/idlak/audio/cll_z0002_303.wav,"Mar atá inniu, bhí seasca ball ag Seanad an tSaorstáit"
data/idlak/audio/cll_z0002_305.wav,Rinne ceoltóirí ó Jiwaka i Nua-Ghuine Phapua dlúthdhiosca dá gcuid amhrán den chéad uair.
data/idlak/audio/cll_z0002_306.wav,"Bhain mé triail as Bootcamp uair amháin, i mbun brúnna aníos san fhéar i bpáirc éigin ag bánú an lae."
data/idlak/audio/cll_z0002_307.wav,"Mura bhfuil meas ag an aos polaitiúil ort, tá intuigthe nach mbeadh meas agatsa ar an aos polaitiúil ar ais."
data/idlak/audio/cll_z0002_308.wav,"Le linn mo chúléisteachta ar chúinní sráide dhom, pioc níor airigh mé faoin Seanad."
data/idlak/audio/cll_z0002_310.wav,"má chuirtear Alan Kelly isteach ansin, caithfidh sé a bheith iontach éifeachtach nó beidh an Lucht Oibre thíos leis."
data/idlak/audio/cll_z0002_313.wav,"Cháin iarcheannaire an U U P, an Tiarna Reg Empey, iad go neamhbhalbh."
data/idlak/audio/cll_z0002_314.wav,B'fhéidir go mbeadh píosa eile ann sula dtarlódh a leithéid d'fhoireann idirchontae sinsir Ros Comáin.
data/idlak/audio/cll_z0002_315.wav,"""Tá muid ag fanacht anois le cead a fháil don bheartas seo ó Ofqual agus ón Roinn Oideachais"" a dúradh."
data/idlak/audio/cll_z0002_316.wav,Níor iarras de shaol ach aire a thabhairt dom mháthair is dom chuid gabhar.
data/idlak/audio/cll_z0002_317.wav,"Díol suntais, mar sin, go bhfuil poiblíocht na Nollag faoi lán seoil."
data/idlak/audio/cll_z0002_318.wav,bhí siad ag iarraidh i bhfad an iomarca traenála a bhaint as imreoirí
data/idlak/audio/cll_z0002_319.wav,bhí tráth ann nuair a d'fhéadfaí 'poblachtánachas bog' a shamhlú leo.
data/idlak/audio/cll_z0002_320.wav,"Don té nach raibh aon scil acu ann, shílfeá gur déanta as dusta dubh a bhí sé"
data/idlak/audio/cll_z0002_321.wav,Den chéad Teachta Dála níl ag seasamh ina éadan ach Mattie McGrath.
data/idlak/audio/cll_z0002_322.wav,"ní ceart go ndéanfaí neamhaird ar scéal Dietrich von Hildebrand, áfach"
data/idlak/audio/cll_z0002_323.wav,"Más mian leat dul ag siúl, gabh amach chun na sléibhte, téir bealach Chill Mhantáin, feictear an t-iolar órga thuas."
data/idlak/audio/cll_z0002_324.wav,An Tolg Draíochta is ainm do leabhar nua páistí Carmel uí Cheallaigh agus Jimmy Burns.
data/idlak/audio/cll_z0002_325.wav,"Ach anois, níl Gaeilge ar bith aige sa tarna rang mar go bhfuil an bómán sin, Bean uí Ghallchóir aige."
data/idlak/audio/cll_z0002_326.wav,"shílfeá, mar sin, go mbeadh údar maith ag an bhfeachtas ar son rogha reifreann a lorg anois."
data/idlak/audio/cll_z0002_327.wav,Tháinig siad aniar aduaidh ar an D U P nuair a tharraing siad siar as an bhfeidhmeannas.
data/idlak/audio/cll_z0002_328.wav,"agus tar éis beagán tathanta, deir siad go raibh siad ann chun troid ar son na náisiún mbeaga."
data/idlak/audio/cll_z0002_329.wav,ní foláir nó bhí scéal luachmhar pearsanta laistiar de gach duine díobh sin.
data/idlak/audio/cll_z0002_330.wav,éiríonn a cloigeann as a cliabh faoi dheireadh; an rinn sin de ghob buí le sonrú go soiléir.
data/idlak/audio/cll_z0002_331.wav,Céastar cimí agus cuirtear daoine chun báis ar dhóigh nach gcreidfeá
data/idlak/audio/cll_z0002_332.wav,"Ghabh mé trasna na habhann i mBaile átha Luain, agus ní raibh Sionainn Bhriain Bhóroimhe ag dul siar insa tsáile."
data/idlak/audio/cll_z0002_333.wav,"Léitheoir ba ea é, ach is iomaí léitheoir nár mharaigh Ard-Diúc."
data/idlak/audio/cll_z0002_334.wav,"Ach dá mbeadh airm ag Saddam, is cinnte nach ndéanfaí ionsaí air."
data/idlak/audio/cll_z0002_335.wav,"An cosantóir aonair ba mhó dar sheas ar son cearta an duine lena ghuth uaigneach singiltí féin riamh, b'fhéidir."
data/idlak/audio/cll_z0002_336.wav,"I mBaile an Mhóta Shligigh a cumadh Leabhar Bhaile an Mhóta, mar a thuigfeá"
data/idlak/audio/cll_z0002_337.wav,"Am baiste, agus dar muige! Féach sin! Smaoinítear air, tuarascáil eile fós."
data/idlak/audio/cll_z0002_338.wav,"ní shílfeá, mar sin, go mbeadh sé de mhisneach ionam leabhar scéalta faoi dhamhán alla a léamh."
data/idlak/audio/cll_z0002_339.wav,Folamh atá na hoifigí ó cuireadh deireadh leis an chomhdháil faoi scéim atheagair de chuid an fhorais féin.
data/idlak/audio/cll_z0002_340.wav,"Baineann comhairle mar seo go mórmhór leosan atá imithe in aois, daoine nach mbeadh chomh gníomhach agus a bhíodh."
data/idlak/audio/cll_z0002_342.wav,"Oíche Chéadaoin seo caite, ghabh póilíní Spáinneacha príomheagarthóir agus deichniúr foirne de chuid an nuachtáin."
data/idlak/audio/cll_z0002_343.wav,"Ar chuma a shinsear roimhe san aimsir anallód, bhí cleas na mbeach agus na meala á imirt arís aige."
data/idlak/audio/cll_z0002_344.wav,Ansin théadh siad abhaile agus ghabhadh siad buíochas leis an Dia geal a bhí maith agus ina fhlaithis.
data/idlak/audio/cll_z0002_345.wav,"Naomh Otmar, Gearmánach, a bhunaigh an mhainistir de réir an scéil."
data/idlak/audio/cll_z0002_346.wav,"Scrios siad trealamh, chaith péint ar bhallaí agus bhris fuinneoga agus doirse."
data/idlak/audio/cll_z0002_347.wav,Anseo úsáidtear an teicneolaíocht nua is satailítí cumarsáide chun an cianoideachas a fhorbairt.
data/idlak/audio/cll_z0002_348.wav,"Rud ""neamhghnách"" a bhí ann nach ndéanfaí ""in athuair""."
data/idlak/audio/cll_z0002_349.wav,má loic an Rialtas ar an nGaeilge san Eoraip tá caoi anois acu ar an mbris a thabhairt isteach.
data/idlak/audio/cll_z0002_350.wav,tá smaoineamh agam: dáiltear amach é mar a dhéanfaí le súp.
data/idlak/audio/cll_z0002_352.wav,Bhris troid fhíochmhar amach idir an dá dhream agus cé gur chan Johnny amhrán dár teideal
data/idlak/audio/cll_z0002_353.wav,"Más mian leat racht a chur díot gan díobháil a dhéanamh d'aon duine, mholfainn an rang seo."
data/idlak/audio/cll_z0002_354.wav,bheifeá ansin go lá Jean Ricard agus stop ná stad ní dhéanfadh carr ná cairt ná carbad.
data/idlak/audio/cll_z0002_355.wav,Seans go mbeadh an leibhéal sin i bhfad níos ísle i gcás na spúnóga agus na gcnámha.
data/idlak/audio/cll_z0002_356.wav,"Níor mhiste leis an rialtas ansiúd stop a chur leis an sruth athimirceach, dá mb'fhéidir."
data/idlak/audio/cll_z0002_357.wav,Díol spéise é an díospóireacht a bhain le ról na Gaeilge i saol na seirbhíse nuabhunaithe.
data/idlak/audio/cll_z0002_358.wav,Cavafi a bhreac ceann de na dánta is mó tásc ar fad i stair na litríochta sin san nua-aimsir.
data/idlak/audio/cll_z0002_359.wav,"Beidh Aoife ní Thuairisg, bean Paisean Faisean, i mbun na hócáide."
data/idlak/audio/cll_z0002_360.wav,Is é a cheapann an tAire Spion agus Sumanna gur fadhb teicnící múinteoireachta é
data/idlak/audio/cll_z0002_361.wav,"Ar an gcuma chéanna thugadh sé chugainn isteach sa rang ábhar nár bhain leis an gcúrsa, fíortheist an ardoideachasóra."
data/idlak/audio/cll_z0002_362.wav,Ceann de laigí móra an chórais dhaonlathaigh i dtír ar bith ná go bhféachtar ar gach fadhb trí ghairid-dearcán.
data/idlak/audio/cll_z0002_363.wav,"Baineann buaine airde leis an gcruthaitheacht pé scríbhneoireacht, ceol, dealbhádóireacht nó eile í"
data/idlak/audio/cll_z0002_364.wav,Ach tá an Nollaig ag teacht agus tá chomh maith cúpla bronntanas a thabhairt dúinn féin i lár na fuipeála.
data/idlak/audio/cll_z0002_365.wav,Sraith aistí atá sa leabhar agus brollach leis an dochtúir
data/idlak/audio/cll_z0002_366.wav,bhí an t-eagras sásta fosta go mbeadh teorainneacha na Gaeltachta bunaithe ar chritéir theangeolaíocha.
data/idlak/audio/cll_z0002_369.wav,"Dúirt comheagarthóir an leabhair, Róise ní Bhaoill, go raibh ""scoth"" na scéalaíochta le fáil ann."
data/idlak/audio/cll_z0002_372.wav,"Is ar an gcúis sin, agus easpa paraisiút, a cinneadh ar gan ionsaí a dhéanamh ón aer."
data/idlak/audio/cll_z0002_373.wav,"Scáth ná eagla ní raibh roimh an speach seo, ach amháin i gcroí mórtasach maingléiseach na ríochta."
data/idlak/audio/cll_z0002_375.wav,Bronnadh Gradam Eilís Dillon (don té a chum a chéad saothar do pháistí) ar Bob Burke dá leabhar bleachtaireachta
data/idlak/audio/cll_z0002_376.wav,bhí poill á ndéanamh i screamh an domhain acu ionas go n-urlaicfeadh an talamh a chuid putóg aníos.
data/idlak/audio/cll_z0002_377.wav,Thabharfainn an leabhar seo d'ábhar scríbhneora ar bith chun a léiriú di go mbíonn blas ar an mbeagán.
data/idlak/audio/cll_z0002_379.wav,Maoiníonn Foras na Gaeilge an nuachtán agus chuir Foinseiarratas isteach ar chonradh nua uathu.
data/idlak/audio/cll_z0002_380.wav,Ach níltear slán ón mbás sna báid seo fiú má sheachnaítear an teip innill is an t-iompú
data/idlak/audio/cll_z0002_382.wav,"bhí a leithéid de dhíospóireacht ""an-tábhachtach,"" a dúirt sé, agus an Rialtas ag ullmhú plean fiche bliain don Ghaeilge."
data/idlak/audio/cll_z0002_383.wav,"tagartha eile atá in ainm is a bheith údarásach, an Coiste Téarmaíochta, focal ponc i e agus dreamanna eile."
data/idlak/audio/cll_z0002_384.wav,Beidh turas eile Eorpach an deireadh seachtaine seo agus bíodh is nár cheart go mbeadh iontas orm
data/idlak/audio/cll_z0002_385.wav,Mheascadar substaint brúite leis an duilleog d'fhonn is go mbeadh mearbhall ar an gcailín roimh a bás.
data/idlak/audio/cll_z0002_386.wav,"tá siad go maith ag teanga na sean-namhad, ach tá siad go dona ag a dteanga náisiúnta féin."
data/idlak/audio/cll_z0002_389.wav,Is í Adelaide Nic Chárthaigh an comhspeisialtóir nua agus é mar phríomhchuspóir aici cúrsaí
data/idlak/audio/cll_z0002_390.wav,Creideann sé go mbeidh athruithe sonracha le feiceáil roimh dheireadh na bliana.
data/idlak/audio/cll_z0002_391.wav,nach gá go mbeadh an caighdeán ardaithe de réir an mhéid a tháirgtear.
data/idlak/audio/cll_z0002_396.wav,"bhí Séamus óg mustrach teaspúil agus, b'fhéidir, místuama meargánta."
data/idlak/audio/cll_z0002_397.wav,Ba é an chéad duine é i gceannas ar an gcúirt éigse a tháinig in áit na dámhscoile sa Bhlarna.
data/idlak/audio/cll_z0002_398.wav,An leithscéal a bhí ag na húdaráis i gCorcaigh ná nach raibh aon long sásta pasáiste a thabhairt don seanduine.
data/idlak/audio/cll_z0002_400.wav,Ba é an chéad duine é a rinne iarracht ar fhoclóir dátheangach a chur ar fáil don Ghaeilgeoir.
data/idlak/audio/cll_z0002_406.wav,"Lean sé den staidéar in Munich, Beirlín, Páras, an Háig"
data/idlak/audio/cll_z0002_407.wav,Cóipeáil na sean-lámhscríbhinní dlí go cruinn a bhí i gceist
data/idlak/audio/cll_z0002_410.wav,"bhí sí ag múineadh ar feadh leathbhliana in Mercer's, meánscoil do chailíní i gCaisleán Cnucha."
data/idlak/audio/cll_z0002_411.wav,"Fuair sé post mar chléireach sóisearach i gcomhlacht Tedcastle McCormick, iompórtálaí guail, an bhliain dár gcionn."
data/idlak/audio/cll_z0002_412.wav,"Chuir Máirtín béim i gcónaí ar an nGaeilge, ina shaol pearsanta agus i measc fhoireann an tsiopa."
data/idlak/audio/cll_z0002_413.wav,fiú agus é ar scoil i gColáiste Dulwich théadh sé go dtí rang de chuid Chonradh na Gaeilge.
data/idlak/audio/cll_z0002_414.wav,"Go dtí deireadh naoi déag caoga a dó ba é a chara, an cartúnaí cáiliúil C E Kelly"
data/idlak/audio/cll_z0002_415.wav,Dhealródh sé ó thagairtí a dhéanann Ó Fiaich agus Ó hÁdhmaill go raibh éalang ar lámh nó ar sciathán leis.
data/idlak/audio/cll_z0002_417.wav,Agus é ina oifigeach custaim athuair cuireadh ó áit go háit é amhail is dá mba earcach óg é
data/idlak/audio/cll_z0002_418.wav,"Bhíodh rang drámaíochta aige in Ard-Scoil na Tráchtála, Ráth Maonais, ar feadh seacht mbliana."
data/idlak/audio/cll_z0002_419.wav,tá dhá litir ag Coleman a thugann leide ar a mhodh oibre.
data/idlak/audio/cll_z0002_420.wav,I naoi déag trí déag bhuaigh sí Modhnóireacht sna Teangacha Ceilteacha i gColáiste na Tríonóide.
data/idlak/audio/cll_z0002_424.wav,"I gCill Domhnóig, paróiste Bhaile uí Phéacháin, Tiobraid árann, a rugadh é i Iúil ocht déag ochtó a dó"
data/idlak/audio/cll_z0002_425.wav,bhí rang á mhúineadh aige i Scoil na nEalaíon ar mhaisiú párpháipéir
data/idlak/audio/cll_z0002_426.wav,I naoi déag tríocha a naoi bhí rang á mhúineadh aige ann ar an ornáideachas Ceilteach i gcúrsaí deartha.
data/idlak/audio/cll_z0002_427.wav,Rinne sé portráidí d'Éamonn de Valera
